id,title,link,published,source,is_related
425,Orange Prize for Fiction 2009: shortlist review - Express,https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3LmV4cHJlc3MuY28udWsvZW50ZXJ0YWlubWVudC9ib29rcy8xMDQwMDUvT3JhbmdlLVByaXplLWZvci1GaWN0aW9uLTIwMDktc2hvcnRsaXN0LXJldmlld9IBZ2h0dHBzOi8vd3d3LmV4cHJlc3MuY28udWsvZW50ZXJ0YWlubWVudC9ib29rcy8xMDQwMDUvT3JhbmdlLVByaXplLWZvci1GaWN0aW9uLTIwMDktc2hvcnRsaXN0LXJldmlldy9hbXA?oc=5,2009-05-29 07:00:00,Express,False
438,"Our peak oil future? Electric vehicle startup unveils Chinese-made, $45K 'economy' car - Grist",https://news.google.com/rss/articles/CBMiPWh0dHBzOi8vZ3Jpc3Qub3JnL2FydGljbGUvMjAwOS0wNi0wMy1jb2RhLWVsZWN0cmljLWNhci1jaGluYS_SAQA?oc=5,2009-06-04 07:00:00,Grist,False
444,"So What's a Wheego Whip, and Why Would I Want One? - Green Car Reports",https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vd3d3LmdyZWVuY2FycmVwb3J0cy5jb20vbmV3cy8xMDIxMjU3X3NvLXdoYXRzLWEtd2hlZWdvLXdoaXAtYW5kLXdoeS13b3VsZC1pLXdhbnQtb25l0gEA?oc=5,2009-06-05 07:00:00,Green Car Reports,False
451,Haynes Manual for Apollo 11 Lunar Module - WIRED,https://news.google.com/rss/articles/CBMiR2h0dHBzOi8vd3d3LndpcmVkLmNvbS8yMDA5LzA2L2hheW5lcy1tYW51YWwtZm9yLWFwb2xsby0xMS1sdW5hci1tb2R1bGUv0gEA?oc=5,2009-06-08 07:00:00,WIRED,False
465,"Tesla Founder Eberhard Sues Tesla, Musk for Slander, Libel, Breach of Contract - MotorTrend",https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3Lm1vdG9ydHJlbmQuY29tL25ld3MvdGVzbGEtZm91bmRlci1lYmVyaGFyZC1zdWVzLXRlc2xhLW11c2stZm9yLXNsYW5kZXItbGliZWwtYnJlYWNoLW9mLWNvbnRyYWN0LTUxODcv0gF1aHR0cHM6Ly93d3cubW90b3J0cmVuZC5jb20vbmV3cy90ZXNsYS1mb3VuZGVyLWViZXJoYXJkLXN1ZXMtdGVzbGEtbXVzay1mb3Itc2xhbmRlci1saWJlbC1icmVhY2gtb2YtY29udHJhY3QtNTE4Ny9hbXAv?oc=5,2009-06-11 07:00:00,MotorTrend,False
477,Roberts Sound 53 DAB radio iPod speaker - Pocket-lint,https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vd3d3LnBvY2tldC1saW50LmNvbS9zcGVha2Vycy9yZXZpZXdzL3JvYmVydHMvNzExODQtcm9iZXJ0cy1tcDUzLXNvdW5kLTUzLXJldmlldy_SAQA?oc=5,2009-06-14 07:00:00,Pocket-lint,False
489,Wednesday Night Fight: Lutz vs. Letterman - HuffPost,https://news.google.com/rss/articles/CBMiQmh0dHBzOi8vd3d3Lmh1ZmZwb3N0LmNvbS9lbnRyeS93ZWRuZXNkYXktbmlnaHQtZmlnaHQtbHV0X3dzXzIwNDYxMdIBRWh0dHBzOi8vd3d3Lmh1ZmZwb3N0LmNvbS9lbnRyeS93ZWRuZXNkYXktbmlnaHQtZmlnaHQtbHV0X25fMjA0NjExL2FtcA?oc=5,2009-06-18 07:00:00,HuffPost,False
495,Tesla CEO Blogs-All on Eberhard Lawsuit - Fast Company,https://news.google.com/rss/articles/CBMiSGh0dHBzOi8vd3d3LmZhc3Rjb21wYW55LmNvbS8xMjk4NzgzL3Rlc2xhLWNlby1ibG9ncy1hbGwtZWJlcmhhcmQtbGF3c3VpdNIBAA?oc=5,2009-06-22 07:00:00,Fast Company,False
511,Top ten nerds and geeks - CNET,https://news.google.com/rss/articles/CBMiPGh0dHBzOi8vd3d3LmNuZXQuY29tL3RlY2gvY29tcHV0aW5nL3RvcC10ZW4tbmVyZHMtYW5kLWdlZWtzL9IBAA?oc=5,2009-06-23 07:00:00,CNET,False
514,Will the Real Tesla Founder Please Stand Up? - WIRED,https://news.google.com/rss/articles/CBMiLGh0dHBzOi8vd3d3LndpcmVkLmNvbS8yMDA5LzA2L3Rlc2xhLWZvdW5kZXIv0gEA?oc=5,2009-06-25 07:00:00,WIRED,False
522,Steven Chu speaks in Menlo Park on U.S. energy future - The Almanac Online,https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3LmFsbWFuYWNuZXdzLmNvbS9uZXdzLzIwMDkvMDYvMjYvc3RldmVuLWNodS1zcGVha3MtaW4tbWVubG8tcGFyay1vbi11cy1lbmVyZ3ktZnV0dXJlLTMv0gEA?oc=5,2009-06-26 07:00:00,The Almanac Online,False
547,5th Graders Sample Wesleyan Sciences - Wesleyan University,https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vbmV3c2xldHRlci5ibG9ncy53ZXNsZXlhbi5lZHUvMjAwOS8wNy8wNy81dGgtZ3JhZGVycy1zYW1wbGUtd2VzbGV5YW4tc2NpZW5jZXMv0gEA?oc=5,2009-07-07 07:00:00,Wesleyan University,False
552,Greenest County Fair on Earth Boasts Solar Powered Carousel - Inhabitat,https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vaW5oYWJpdGF0LmNvbS9ncmVlbmVzdC1jb3VudHktZmFpci1vbi1lYXJ0aC1ib2FzdHMtZmlyc3Qtc29sYXItcG93ZXJlZC1jYXJvdXNlbC_SAQA?oc=5,2009-07-08 07:00:00,Inhabitat,False
556,"Happy birthday, Nikola Tesla: thanks for the electricity - The Guardian",https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS90ZWNobm9sb2d5L2Jsb2cvMjAwOS9qdWwvMTAvdGVzbGEtZWxlY3RyaWNpdHktaW52ZW50b3ItYmlydGhkYXktYW5uaXZlcnNhcnnSAWdodHRwczovL2FtcC50aGVndWFyZGlhbi5jb20vdGVjaG5vbG9neS9ibG9nLzIwMDkvanVsLzEwL3Rlc2xhLWVsZWN0cmljaXR5LWludmVudG9yLWJpcnRoZGF5LWFubml2ZXJzYXJ5?oc=5,2009-07-10 07:00:00,The Guardian,False
560,Ofsted report praises Foxhills School - Southern Daily Echo,https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vd3d3LmRhaWx5ZWNoby5jby51ay9uZXdzLzQ0ODU1MjYub2ZzdGVkLXJlcG9ydC1wcmFpc2VzLWZveGhpbGxzLXNjaG9vbC_SAQA?oc=5,2009-07-10 07:00:00,Southern Daily Echo,False
